#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_RHDS01000004.1    -         result               -          cm        1       37   343492   343529      +    no    1 0.37   0.0   32.8        24 ?   [Curtobacterium] plantarum strain LMG 16222 LMG16222.00004, whole genome shotgun sequence
NZ_NGHG01000079.1    -         result               -          cm        1       37     5377     5341      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1835 ARLG1835_NODE_73.ctg_1, whole genome shotgun sequence
NZ_NGHH01000021.1    -         result               -          cm        1       37   145221   145257      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1836 ARLG1836_NODE_5.ctg_1, whole genome shotgun sequence
NZ_NGHI01000069.1    -         result               -          cm        1       37   145222   145258      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1838 ARLG1838_NODE_3.ctg_1, whole genome shotgun sequence
NZ_NGFR01000107.1    -         result               -          cm        1       37   145215   145251      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1841 ARLG1841_NODE_2.ctg_1, whole genome shotgun sequence
NZ_NGFS01000034.1    -         result               -          cm        1       37   145221   145257      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1842 ARLG1842_NODE_5.ctg_1, whole genome shotgun sequence
NZ_NGFT01000077.1    -         result               -          cm        1       37   145215   145251      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1843 ARLG1843_NODE_4.ctg_1, whole genome shotgun sequence
NZ_NGFU01000023.1    -         result               -          cm        1       37   145215   145251      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1845 ARLG1845_NODE_1.ctg_1, whole genome shotgun sequence
NZ_NGFW01000041.1    -         result               -          cm        1       37   145221   145257      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1847 ARLG1847_NODE_4.ctg_1, whole genome shotgun sequence
NZ_NGFX01000146.1    -         result               -          cm        1       37     5078     5042      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1849 ARLG1849_NODE_100.ctg_1, whole genome shotgun sequence
NZ_NGFY01000033.1    -         result               -          cm        1       37   145215   145251      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1851 ARLG1851_NODE_1.ctg_1, whole genome shotgun sequence
NZ_NGFZ01000030.1    -         result               -          cm        1       37   145215   145251      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1853 ARLG1853_NODE_1.ctg_1, whole genome shotgun sequence
NZ_NEQI01000042.1    -         result               -          cm        1       37   145215   145251      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG-1854 PR338_NODE_1.ctg_1, whole genome shotgun sequence
NZ_NGGA01000023.1    -         result               -          cm        1       37     5441     5405      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1855 ARLG1855_NODE_7.ctg_1, whole genome shotgun sequence
NZ_NGGB01000034.1    -         result               -          cm        1       37   145215   145251      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1856 ARLG1856_NODE_1.ctg_1, whole genome shotgun sequence
NZ_NGGC01000043.1    -         result               -          cm        1       37   145215   145251      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1857 ARLG1857_NODE_4.ctg_1, whole genome shotgun sequence
NZ_NGGE01000005.1    -         result               -          cm        1       37   145215   145251      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1859 ARLG1859_NODE_1.ctg_1, whole genome shotgun sequence
NZ_NGJF01000054.1    -         result               -          cm        1       37   145227   145263      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1882 ARLG1882_NODE_4.ctg_1, whole genome shotgun sequence
NZ_NGJG01000045.1    -         result               -          cm        1       37     1007     1043      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1885 ARLG1885_NODE_33.ctg_1, whole genome shotgun sequence
NZ_NGJH01000025.1    -         result               -          cm        1       37    41247    41211      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1886 ARLG1886_NODE_6.ctg_1, whole genome shotgun sequence
NZ_NGHU01000054.1    -         result               -          cm        1       37      150      114      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1892 ARLG1892_NODE_101.ctg_1, whole genome shotgun sequence
NZ_NGHV01000065.1    -         result               -          cm        1       37   145221   145257      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1893 ARLG1893_NODE_8.ctg_1, whole genome shotgun sequence
NZ_NEQL01000136.1    -         result               -          cm        1       37   145215   145251      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG-1894 PR397_NODE_2.ctg_1, whole genome shotgun sequence
NZ_NGHY01000106.1    -         result               -          cm        1       37   145221   145257      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1899 ARLG1899_NODE_3.ctg_1, whole genome shotgun sequence
NZ_NGIA01000034.1    -         result               -          cm        1       37    15545    15581      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1901 ARLG1901_NODE_21.ctg_1, whole genome shotgun sequence
NZ_NGIC01000035.1    -         result               -          cm        1       37     5351     5315      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1904 ARLG1904_NODE_110.ctg_1, whole genome shotgun sequence
NZ_NGIE01000085.1    -         result               -          cm        1       37      495      459      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1907 ARLG1907_NODE_102.ctg_1, whole genome shotgun sequence
NZ_NEQM01000100.1    -         result               -          cm        1       37     5644     5608      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG-1912 ARLG1912_NODE_86.ctg_1, whole genome shotgun sequence
NZ_NGIF01000011.1    -         result               -          cm        1       37   145221   145257      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG1914 ARLG1914_NODE_3.ctg_1, whole genome shotgun sequence
NZ_NEQJ01000046.1    -         result               -          cm        1       37    60768    60732      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ARLG-1915 PR342_NODE_24.ctg_1, whole genome shotgun sequence
NZ_CP024124.1        -         result               -          cm        1       37   756479   756443      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain AYP-A2 chromosome, complete genome
NZ_RWVP01000065.1    -         result               -          cm        1       37   145748   145784      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain B10945 GCID_CRAK_0042_NODE_8.ctg_1, whole genome shotgun sequence
NZ_RWVM01000093.1    -         result               -          cm        1       37   145387   145423      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain B1155 GCID_CRAK_0039_NODE_4.ctg_1, whole genome shotgun sequence
NZ_RWVV01000026.1    -         result               -          cm        1       37   145553   145589      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain B12075 GCID_CRAK_0048_NODE_8.ctg_1, whole genome shotgun sequence
NZ_RWVW01000006.1    -         result               -          cm        1       37   145387   145423      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain B12450 GCID_CRAK_0049_NODE_8.ctg_1, whole genome shotgun sequence
NZ_RWXL01000025.1    -         result               -          cm        1       37   145553   145589      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain B13743 GCID_CRAK_0037_NODE_6.ctg_1, whole genome shotgun sequence
NZ_RWXI01000050.1    -         result               -          cm        1       37   145553   145589      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain B4039 GCID_CRAK_0034_NODE_10.ctg_1, whole genome shotgun sequence
NZ_RWVQ01000027.1    -         result               -          cm        1       37   145387   145423      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain B4520 GCID_CRAK_0043_NODE_8.ctg_1, whole genome shotgun sequence
NZ_RWXJ01000105.1    -         result               -          cm        1       37     2298     2334      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain B5000 GCID_CRAK_0035_NODE_20.ctg_1, whole genome shotgun sequence
NZ_RWVR01000076.1    -         result               -          cm        1       37   145553   145589      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain B664 GCID_CRAK_0044_NODE_7.ctg_1, whole genome shotgun sequence
NZ_RWXK01000030.1    -         result               -          cm        1       37     2298     2334      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain B7857 GCID_CRAK_0036_NODE_19.ctg_1, whole genome shotgun sequence
NZ_RWVS01000024.1    -         result               -          cm        1       37    41225    41189      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain B8443 GCID_CRAK_0045_NODE_30.ctg_1, whole genome shotgun sequence
NZ_RWVU01000080.1    -         result               -          cm        1       37    74833    74797      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain B87 GCID_CRAK_0047_NODE_3.ctg_1, whole genome shotgun sequence
NZ_RWVX01000047.1    -         result               -          cm        1       37     6342     6378      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain B9337 GCID_CRAK_0050_NODE_37.ctg_1, whole genome shotgun sequence
NZ_RWVT01000043.1    -         result               -          cm        1       37     5106     5070      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain B943 GCID_CRAK_0046_NODE_20.ctg_1, whole genome shotgun sequence
NZ_LT594095.1        -         result               -          cm        1       37  3277178  3277214      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain BAL062 genome assembly, chromosome: 1
NZ_JPLF01000039.1    -         result               -          cm        1       37    74783    74747      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain BJ1 contig_39, whole genome shotgun sequence
NZ_JPLG01000047.1    -         result               -          cm        1       37   145845   145881      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain BJ2 contig_47, whole genome shotgun sequence
NZ_JPLH01000029.1    -         result               -          cm        1       37   145577   145613      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain BJ3 contig_29, whole genome shotgun sequence
NZ_JPLJ01000042.1    -         result               -          cm        1       37   145573   145609      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain BJ5 contig_42, whole genome shotgun sequence
NZ_JPLK01000049.1    -         result               -          cm        1       37    75411    75375      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain BJ6 contig_49, whole genome shotgun sequence
NZ_JPLL01000047.1    -         result               -          cm        1       37    74832    74796      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain BJ7 contig_47, whole genome shotgun sequence
NZ_JPLM01000053.1    -         result               -          cm        1       37   145580   145616      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain BJ8 contig_53, whole genome shotgun sequence
NZ_CP020586.1        -         result               -          cm        1       37  3691658  3691694      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CBA7 chromosome, complete genome
NZ_LYZL01000010.1    -         result               -          cm        1       37   145221   145257      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF1 contig_18, whole genome shotgun sequence
NZ_LZAD01000001.1    -         result               -          cm        1       37   145227   145263      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF10 contig_1, whole genome shotgun sequence
NZ_LZAG01000054.1    -         result               -          cm        1       37     1140     1176      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF13 contig_43, whole genome shotgun sequence
NZ_LZAH01000024.1    -         result               -          cm        1       37   145239   145275      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF14 contig_12, whole genome shotgun sequence
NZ_LZAI01000103.1    -         result               -          cm        1       37      232      268      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF15 contig_23, whole genome shotgun sequence
NZ_LZAJ01000061.1    -         result               -          cm        1       37   145239   145275      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF16 contig_45, whole genome shotgun sequence
NZ_LZAK01000054.1    -         result               -          cm        1       37    79226    79262      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF17 contig_38, whole genome shotgun sequence
NZ_LZAL01000036.1    -         result               -          cm        1       37    16277    16313      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF18 contig_41, whole genome shotgun sequence
NZ_LZAM01000021.1    -         result               -          cm        1       37   145559   145595      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF19 contig_28, whole genome shotgun sequence
NZ_LYZV01000016.1    -         result               -          cm        1       37   145387   145423      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF2 contig_23, whole genome shotgun sequence
NZ_LZAN01000102.1    -         result               -          cm        1       37    21667    21631      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF20 contig_84, whole genome shotgun sequence
NZ_LZAO01000009.1    -         result               -          cm        1       37   145221   145257      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF21 contig_17, whole genome shotgun sequence
NZ_LZAP01000107.1    -         result               -          cm        1       37   145393   145429      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF22 contig_84, whole genome shotgun sequence
NZ_LZAQ01000032.1    -         result               -          cm        1       37   145227   145263      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF23 contig_17, whole genome shotgun sequence
NZ_LZAR01000063.1    -         result               -          cm        1       37   145393   145429      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF24 contig_37, whole genome shotgun sequence
NZ_LZAS01000047.1    -         result               -          cm        1       37   145221   145257      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF25 contig_51, whole genome shotgun sequence
NZ_LZAT01000063.1    -         result               -          cm        1       37   145227   145263      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF26 contig_49, whole genome shotgun sequence
NZ_LZAU01000044.1    -         result               -          cm        1       37    11370    11334      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF28 contig_3, whole genome shotgun sequence
NZ_LZAV01000071.1    -         result               -          cm        1       37   145227   145263      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF29 contig_55, whole genome shotgun sequence
NZ_LZAW01000039.1    -         result               -          cm        1       37   145227   145263      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF30 contig_20, whole genome shotgun sequence
NZ_LZAX01000049.1    -         result               -          cm        1       37   145221   145257      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF31 contig_32, whole genome shotgun sequence
NZ_LZAY01000001.1    -         result               -          cm        1       37   145227   145263      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF32 contig_1, whole genome shotgun sequence
NZ_LYZM01000024.1    -         result               -          cm        1       37   145239   145275      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF33 contig_17, whole genome shotgun sequence
NZ_LYZN01000090.1    -         result               -          cm        1       37     2296     2332      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF34 contig_64, whole genome shotgun sequence
NZ_LYZP01000115.1    -         result               -          cm        1       37   145227   145263      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF36 contig_92, whole genome shotgun sequence
NZ_LYZQ01000055.1    -         result               -          cm        1       37   145239   145275      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF37 contig_47, whole genome shotgun sequence
NZ_LYZR01000033.1    -         result               -          cm        1       37   145387   145423      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF38 contig_39, whole genome shotgun sequence
NZ_LYZS01000074.1    -         result               -          cm        1       37   145393   145429      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF39 contig_47, whole genome shotgun sequence
NZ_LYZX01000125.1    -         result               -          cm        1       37    27582    27618      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF4 contig_97, whole genome shotgun sequence
NZ_LZEV01000087.1    -         result               -          cm        1       37      750      786      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF40 contig_71, whole genome shotgun sequence
NZ_LYZT01000066.1    -         result               -          cm        1       37   145227   145263      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF41 contig_51, whole genome shotgun sequence
NZ_LYZU01000049.1    -         result               -          cm        1       37   145387   145423      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF42 contig_53, whole genome shotgun sequence
NZ_LZAZ01000014.1    -         result               -          cm        1       37   145227   145263      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF43 contig_110, whole genome shotgun sequence
NZ_LZBA01000060.1    -         result               -          cm        1       37   145227   145263      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF44 contig_49, whole genome shotgun sequence
NZ_LZBB01000007.1    -         result               -          cm        1       37   145393   145429      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF45 contig_104, whole genome shotgun sequence
NZ_LZBD01000076.1    -         result               -          cm        1       37   145393   145429      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF48 contig_59, whole genome shotgun sequence
NZ_LZBE01000081.1    -         result               -          cm        1       37   145221   145257      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF49 contig_81, whole genome shotgun sequence
NZ_LYZY01000021.1    -         result               -          cm        1       37   145393   145429      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF5 contig_117, whole genome shotgun sequence
NZ_LZBG01000071.1    -         result               -          cm        1       37    15557    15593      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF51 contig_52, whole genome shotgun sequence
NZ_LZBI01000114.1    -         result               -          cm        1       37      750      786      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF53 contig_82, whole genome shotgun sequence
NZ_LZBJ01000073.1    -         result               -          cm        1       37   145405   145441      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF54 contig_59, whole genome shotgun sequence
NZ_LZBK01000027.1    -         result               -          cm        1       37   145393   145429      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF55 contig_122, whole genome shotgun sequence
NZ_LZBL01000039.1    -         result               -          cm        1       37   145227   145263      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF57 contig_27, whole genome shotgun sequence
NZ_LZBM01000009.1    -         result               -          cm        1       37   145239   145275      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF58 contig_106, whole genome shotgun sequence
NZ_LZBN01000006.1    -         result               -          cm        1       37      750      786      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF59 contig_103, whole genome shotgun sequence
NZ_LYZZ01000075.1    -         result               -          cm        1       37   145393   145429      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF6 contig_61, whole genome shotgun sequence
NZ_LZBO01000084.1    -         result               -          cm        1       37    14367    14403      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF60 contig_68, whole genome shotgun sequence
NZ_LZBP01000014.1    -         result               -          cm        1       37   145387   145423      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF62 contig_21, whole genome shotgun sequence
NZ_LZBQ01000066.1    -         result               -          cm        1       37   145227   145263      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF63 contig_45, whole genome shotgun sequence
NZ_LZBR01000085.1    -         result               -          cm        1       37   145394   145430      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF64 contig_53, whole genome shotgun sequence
NZ_LZBS01000123.1    -         result               -          cm        1       37   145393   145429      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF65 contig_99, whole genome shotgun sequence
NZ_LZBT01000106.1    -         result               -          cm        1       37   145393   145429      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF66 contig_86, whole genome shotgun sequence
NZ_LZBU01000101.1    -         result               -          cm        1       37   145393   145429      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF67 contig_86, whole genome shotgun sequence
NZ_LZBV01000078.1    -         result               -          cm        1       37   145227   145263      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF68 contig_7, whole genome shotgun sequence
NZ_LZBW01000006.1    -         result               -          cm        1       37   145393   145429      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF69 contig_103, whole genome shotgun sequence
NZ_LZAA01000108.1    -         result               -          cm        1       37   145227   145263      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF7 contig_88, whole genome shotgun sequence
NZ_LZBX01000038.1    -         result               -          cm        1       37   145393   145429      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF70 contig_29, whole genome shotgun sequence
NZ_LZBY01000094.1    -         result               -          cm        1       37   145393   145429      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF72 contig_7, whole genome shotgun sequence
NZ_LZBZ01000091.1    -         result               -          cm        1       37    41190    41154      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF73 contig_91, whole genome shotgun sequence
NZ_LZCB01000090.1    -         result               -          cm        1       37   145392   145428      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF75 contig_68, whole genome shotgun sequence
NZ_LZAC01000055.1    -         result               -          cm        1       37   145387   145423      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCF9 contig_59, whole genome shotgun sequence
NZ_NTCX01000001.1    -         result               -          cm        1       37  2382636  2382672      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CCUG 70743 NODE_1_length_3942550_cov_111.541_ID_17902, whole genome shotgun sequence
NZ_CP016295.1        -         result               -          cm        1       37  3186436  3186472      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CMC-CR-MDR-Ab4 chromosome, complete genome
NZ_CP016300.1        -         result               -          cm        1       37  3205458  3205494      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CMC-CR-MDR-Ab66 chromosome, complete genome
NZ_HG977526.1        -         result               -          cm        1       37  3030425  3030461      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CR17 chromosome I, whole genome shotgun sequence
NZ_LZYR01000113.1    -         result               -          cm        1       37    74468    74432      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CRO2 ANODE_46_length_78393_cov_37.999069, whole genome shotgun sequence
NZ_HG977522.1        -         result               -          cm        1       37  3025040  3025076      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CS01 chromosome I, whole genome shotgun sequence
NZ_LXWY01000146.1    -         result               -          cm        1       37     5089     5053      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain CU060707 PROKKA_contig000148, whole genome shotgun sequence
NZ_NOXO01000023.1    -         result               -          cm        1       37     6804     6840      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain DR2 NODE_23_length_67738_cov_34.6496_ID_49, whole genome shotgun sequence
NZ_QHHE01000008.1    -         result               -          cm        1       37    62924    62960      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain GML-KP7-Col_R_AB-TR NODE_8_length_137733_cov_38.258933, whole genome shotgun sequence
NZ_PEIF01000031.1    -         result               -          cm        1       37   145655   145691      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain GU71 Scaffold_31, whole genome shotgun sequence
NZ_SGSF01000122.1    -         result               -          cm        1       37      851      887      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain H350 NODE_95, whole genome shotgun sequence
NZ_NQXU01000005.1    -         result               -          cm        1       37    67947    67911      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HEU2 318, whole genome shotgun sequence
NZ_NQXU01000005.1    -         result               -          cm        1       37    81756    81720      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HEU2 318, whole genome shotgun sequence
NZ_LYTI01000017.1    -         result               -          cm        1       37    74728    74692      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HJ01 contig_17, whole genome shotgun sequence
NZ_MACP01000020.1    -         result               -          cm        1       37    74774    74738      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HJ03 contig_20, whole genome shotgun sequence
NZ_MACQ01000002.1    -         result               -          cm        1       37    74664    74628      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HJ04 contig_2, whole genome shotgun sequence
NZ_MACT01000009.1    -         result               -          cm        1       37    74737    74701      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HJ07 contig_9, whole genome shotgun sequence
NZ_MACU01000002.1    -         result               -          cm        1       37   145545   145581      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HJ08 contig_2, whole genome shotgun sequence
NZ_MACW01000017.1    -         result               -          cm        1       37   145535   145571      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HJ11 contig_17, whole genome shotgun sequence
NZ_MACX01000022.1    -         result               -          cm        1       37    74665    74629      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HJ12 contig_22, whole genome shotgun sequence
NZ_MACY01000005.1    -         result               -          cm        1       37   145529   145565      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HJ13 contig_5, whole genome shotgun sequence
