#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_NRNN01000027.1    -         result               -          cm        1       36       17       52      +    no    1 0.39   0.0   55.7     1e-06 !   Cronobacter dublinensis strain cro3540W contig27, whole genome shotgun sequence
NZ_FWYW01000117.1    -         result               -          cm        1       36     4171     4137      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus cereus strain 16-00174, whole genome shotgun sequence
NZ_FWYV01000126.1    -         result               -          cm        1       36      117       83      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus cereus strain 16-00175, whole genome shotgun sequence
NZ_FWZF01000008.1    -         result               -          cm        1       36     3844     3878      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus cereus strain 16-00176, whole genome shotgun sequence
NZ_FWYT01000018.1    -         result               -          cm        1       36     2990     3024      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus cereus strain 16-00184, whole genome shotgun sequence
NZ_NTYN01000069.1    -         result               -          cm        1       36      138      104      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus cereus strain AFS004414 AFS004414_101_F12_Contig69_140514, whole genome shotgun sequence
NZ_NUJY01000152.1    -         result               -          cm        1       36      217      183      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus cereus strain AFS045441 AFS045441_68_G4_Contig152_140404, whole genome shotgun sequence
NZ_PCOB01000044.1    -         result               -          cm        1       36       61       27      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus sp. MYb78 MYb78_contig000044, whole genome shotgun sequence
NC_018881.1          -         result               -          cm        1       36     6022     5988      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis Bt407 plasmid BTB_8p, complete sequence
NZ_CM000747.1        -         result               -          cm        1       36  5368711  5368745      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis Bt407 chromosome, whole genome shotgun sequence
NZ_NFDW01000273.1    -         result               -          cm        1       36      730      696      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar aizawai strain BGSC 4J3 4J3_contig000273, whole genome shotgun sequence
NZ_MOXQ01000128.1    -         result               -          cm        1       36      787      821      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar aizawai strain HD-133 scaffold128.1, whole genome shotgun sequence
NZ_NFEV01000217.1    -         result               -          cm        1       36       78       44      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar aizawai strain T07183 T07183_contig000217, whole genome shotgun sequence
NZ_NFEV01000217.1    -         result               -          cm        1       36     8656     8622      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar aizawai strain T07183 T07183_contig000217, whole genome shotgun sequence
NZ_AMXT02000177.1    -         result               -          cm        1       36     6189     6155      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar aizawai str. Hu4-2 Contig_177, whole genome shotgun sequence
NZ_CP015182.1        -         result               -          cm        1       36     7333     7299      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar alesti strain BGSC 4C1 plasmid pBMB8291, complete sequence
NZ_PGSC01000681.1    -         result               -          cm        1       36     7537     7571      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar alesti strain BGSC 4C3 map unlocalized plasmid pBGSC4C3 53232, whole genome shotgun sequence
NZ_PGSC01000180.1    -         result               -          cm        1       36     5916     5950      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar alesti strain BGSC 4C3 44619, whole genome shotgun sequence
NZ_PHSK01000018.1    -         result               -          cm        1       36     2587     2553      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar berliner strain Bt407 map unlocalized plasmid pBt407 59970, whole genome shotgun sequence
NZ_PGEH01000419.1    -         result               -          cm        1       36     4648     4682      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar kurstaki strain 7.1o map unlocalized plasmid p7.1o 54397, whole genome shotgun sequence
NZ_PGEH01000112.1    -         result               -          cm        1       36     3344     3378      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar kurstaki strain 7.1o 47733, whole genome shotgun sequence
NZ_PGEG01000575.1    -         result               -          cm        1       36     2441     2475      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar kurstaki strain BGSC 4D1 map unlocalized plasmid pBGSC4D1 54460, whole genome shotgun sequence
NZ_PGEG01000190.1    -         result               -          cm        1       36     4593     4627      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar kurstaki strain BGSC 4D1 48183, whole genome shotgun sequence
NZ_PHSM01000064.1    -         result               -          cm        1       36     4241     4275      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar kurstaki strain BGSC 4D4 map unlocalized plasmid pBGSC4D4 59928, whole genome shotgun sequence
NZ_MOXR01000121.1    -         result               -          cm        1       36     8018     7984      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar kurstaki strain BP865 scaffold121.1, whole genome shotgun sequence
NZ_CP010009.1        -         result               -          cm        1       36     3053     3087      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar kurstaki strain HD 1 plasmid unnamed11, complete sequence
NZ_CP004880.1        -         result               -          cm        1       36     7332     7298      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar kurstaki str. HD-1 plasmid pBMB8240, complete sequence
NC_020242.1          -         result               -          cm        1       36     7886     7852      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar kurstaki str. HD73 plasmid pHT8_2, complete sequence
NZ_CM000751.1        -         result               -          cm        1       36  5248721  5248755      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar kurstaki str. T03a001 chromosome, whole genome shotgun sequence
NZ_CP007610.1        -         result               -          cm        1       36     7412     7446      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar kurstaki str. YBT-1520 plasmid pBMB8240, complete sequence
NZ_JWJY01000111.1    -         result               -          cm        1       36     6216     6250      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar mexicanensis strain 27 Btm27_contig000111, whole genome shotgun sequence
NZ_NFCE01000035.1    -         result               -          cm        1       36      800      766      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis serovar thuringiensis strain BGSC 4A4 4A4_contig000035, whole genome shotgun sequence
NZ_NUCJ01000040.1    -         result               -          cm        1       36     8169     8203      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis strain AFS018409 AFS018409_101_H11_Contig40_140514, whole genome shotgun sequence
NZ_NUUL01000012.1    -         result               -          cm        1       36       84       50      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis strain AFS031473 AFS031473_101_E12_Contig12_140514, whole genome shotgun sequence
NZ_NUTX01000131.1    -         result               -          cm        1       36       87       53      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis strain AFS034084 AFS034084_114_G5_Contig95_140618, whole genome shotgun sequence
NZ_NUSR01000121.1    -         result               -          cm        1       36       87       53      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis strain AFS043930 AFS043930_101_G11_Contig153_140514, whole genome shotgun sequence
NZ_NVJS01000007.1    -         result               -          cm        1       36     8170     8204      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis strain AFS061780 AFS061780_101_F11_Contig7_140514, whole genome shotgun sequence
NZ_JWST01000027.1    -         result               -          cm        1       36     2409     2375      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis strain AK47 scaffold33.1, whole genome shotgun sequence
NZ_PDVK01000128.1    -         result               -          cm        1       36     5939     5905      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis strain BR145 NODE_128_length_8406_cov_859.837, whole genome shotgun sequence
NZ_PVMD01000044.1    -         result               -          cm        1       36     4098     4064      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis strain BR37 NODE_144_length_8690_cov_377.699, whole genome shotgun sequence
NZ_CM010225.1        -         result               -          cm        1       36       43       77      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis strain Bt-ICA/UNMSM10RA plasmid unnamed1, whole genome shotgun sequence
NZ_PZQR01000111.1    -         result               -          cm        1       36     2918     2884      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis strain Bt-ICA/UNMSM10RA scaffold_110, whole genome shotgun sequence
NZ_NFEN01000006.1    -         result               -          cm        1       36     3242     3276      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis strain I13 I13_contig000006, whole genome shotgun sequence
NZ_SJQC01000319.1    -         result               -          cm        1       36     4351     4317      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis strain MS12 NODE_164_length_8339_cov_181.902063, whole genome shotgun sequence
NZ_RBVK01000127.1    -         result               -          cm        1       36     5476     5510      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis strain T414 map unlocalized plasmid p414H NODE_127, whole genome shotgun sequence
NZ_CP011356.1        -         result               -          cm        1       36     6251     6217      -    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis strain YC-10 plasmid pYC11, complete sequence
NZ_ARXZ02000079.1    -         result               -          cm        1       36      315      349      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Bacillus thuringiensis T01-328 contig000079, whole genome shotgun sequence
NZ_AUGR01000005.1    -         result               -          cm        1       36   218117   218152      +    no    1 0.31   0.0   28.0   1.2e+02 ?   Neptunomonas japonica DSM 18939 G511DRAFT_scaffold00004.4_C, whole genome shotgun sequence
NZ_RBTS01000106.1    -         result               -          cm        1       36     3933     3967      +    no    1 0.46   0.0   27.9   1.2e+02 ?   Pseudomonas amygdali pv. sesami strain ICMP 4995 PseICMP4995_Contig_35, whole genome shotgun sequence
NZ_LJRG01000153.1    -         result               -          cm        1       36    12326    12292      -    no    1 0.46   0.0   27.9   1.2e+02 ?   Pseudomonas amygdali pv. sesami strain ICMP763 PseICMP763_Contig_2, whole genome shotgun sequence
NZ_QFRI01000002.1    -         result               -          cm        1       36   554004   554057      +    no    1 0.35   0.0   27.9   1.3e+02 ?   Algibacter sp. ZY111 conting2, whole genome shotgun sequence
NZ_CP010995.1        -         result               -          cm        1       36   981480   981448      -    no    1 0.36   0.0   27.6   1.5e+02 ?   Campylobacter iguaniorum strain 2463D, complete genome
NZ_NIHS01000003.1    -         result               -          cm        1       36    58135    58167      +    no    1 0.33   0.0   27.6   1.6e+02 ?   [Ruminococcus] gnavus strain RJX1124 RJX1124_3, whole genome shotgun sequence
NZ_AZEY01000098.1    -         result               -          cm        1       36   102532   102567      +    no    1 0.42   0.0   27.5   1.6e+02 ?   Lactobacillus diolivorans DSM 14421 NODE_186, whole genome shotgun sequence
NZ_SEIR01000210.1    -         result               -          cm        1       36     4091     4058      -    no    1 0.35   0.0   27.5   1.6e+02 ?   Bacillus albus strain PFYN01 NODE_210, whole genome shotgun sequence
NZ_QPKA01000051.1    -         result               -          cm        1       36     4319     4352      +    no    1 0.35   0.0   27.5   1.6e+02 ?   Bacillus sp. AG102 Ga0222358_151, whole genome shotgun sequence
NZ_LMJP01000033.1    -         result               -          cm        1       36     4597     4564      -    no    1 0.35   0.0   27.5   1.6e+02 ?   Bacillus sp. Root11 contig_39, whole genome shotgun sequence
NZ_LMJQ01000029.1    -         result               -          cm        1       36     4574     4541      -    no    1 0.35   0.0   27.5   1.6e+02 ?   Bacillus sp. Root131 contig_35, whole genome shotgun sequence
NZ_CP009344.1        -         result               -          cm        1       36     4082     4115      +    no    1 0.35   0.0   27.5   1.6e+02 ?   Bacillus thuringiensis HD1002 plasmid 7, complete sequence
NZ_CM000759.1        -         result               -          cm        1       36  6112205  6112172      -    no    1 0.35   0.0   27.5   1.6e+02 ?   Bacillus thuringiensis IBL 4222 chromosome, whole genome shotgun sequence
NZ_PGDS01000096.1    -         result               -          cm        1       36      945      978      +    no    1 0.35   0.0   27.5   1.6e+02 ?   Bacillus thuringiensis serovar israelensis strain BGSC 4Q1 51146, whole genome shotgun sequence
NZ_NFED01000074.1    -         result               -          cm        1       36     6529     6496      -    no    1 0.35   0.0   27.5   1.6e+02 ?   Bacillus thuringiensis serovar israelensis strain BGSC 4Q1 4Q1_contig000074, whole genome shotgun sequence
NZ_NFCT01000108.1    -         result               -          cm        1       36     6336     6303      -    no    1 0.35   0.0   27.5   1.6e+02 ?   Bacillus thuringiensis serovar novosibirsk strain BGSC 4AX1 4AX1_contig000108, whole genome shotgun sequence
NZ_MOOR01000008.1    -         result               -          cm        1       36     2865     2898      +    no    1 0.35   0.0   27.5   1.6e+02 ?   Bacillus thuringiensis serovar zhaodongensis strain BGSC 4BZ1 contig000008, whole genome shotgun sequence
NZ_LFXM01000036.1    -         result               -          cm        1       36       32       65      +    no    1 0.35   0.0   27.5   1.6e+02 ?   Bacillus thuringiensis strain 147 map unlocalized plasmid unnamed6 contig36, whole genome shotgun sequence
NZ_CP037885.1        -         result               -          cm        1       36     2457     2424      -    no    1 0.35   0.0   27.5   1.6e+02 ?   Bacillus thuringiensis strain Bti plasmid pT0124-2, complete sequence
NZ_CP037454.1        -         result               -          cm        1       36     2457     2424      -    no    1 0.35   0.0   27.5   1.6e+02 ?   Bacillus thuringiensis strain T0131 plasmid pT0131-2, complete sequence
NZ_FUWM01000009.1    -         result               -          cm        1       36    72254    72285      +    no    1 0.22   0.0   27.4   1.7e+02 ?   Selenihalanaerobacter shriftii strain ATCC BAA-73, whole genome shotgun sequence
NZ_QUNS01000006.1    -         result               -          cm        1       36   189217   189183      -    no    1 0.43   0.0   27.4   1.7e+02 ?   Tenacibaculum gallaicum strain DSM 18841 Ga0215665_106, whole genome shotgun sequence
NZ_CP007656.1        -         result               -          cm        1       36  1425063  1425097      +    no    1 0.54   0.0   27.4   1.8e+02 ?   Bdellovibrio bacteriovorus strain 109J, complete genome
NZ_DS483516.1        -         result               -          cm        1       36   228919   228954      +    no    1 0.36   0.0   27.4   1.8e+02 ?   Parvimonas micra ATCC 33270 Scfld_02_12, whole genome shotgun sequence
NZ_RKIS01000001.1    -         result               -          cm        1       36  1447787  1447822      +    no    1 0.36   0.0   27.4   1.8e+02 ?   Parvimonas micra strain FDAARGOS_569 tig00000001_pilon, whole genome shotgun sequence
NZ_LR134472.1        -         result               -          cm        1       36   437681   437716      +    no    1 0.36   0.0   27.4   1.8e+02 ?   Parvimonas micra strain NCTC11808 genome assembly, chromosome: 1
NZ_JQCQ01000001.1    -         result               -          cm        1       36   124279   124244      -    no    1 0.39   0.0   27.4   1.8e+02 ?   Pediococcus argentinicus strain DSM 23026 Scaffold1, whole genome shotgun sequence
NZ_MRTJ01000001.1    -         result               -          cm        1       36   941993   942028      +    no    1 0.42   0.0   27.3   1.8e+02 ?   Paenibacillus amylolyticus strain FSL H8-0246 NODE_1_length_1859299_cov_1.87061_ID_3032, whole genome shotgun sequence
NZ_CP034171.1        -         result               -          cm        1       36  1175784  1175819      +    no    1 0.28   0.0   27.3   1.9e+02 ?   Chryseobacterium taklimakanense strain H4753 chromosome, complete genome
NZ_NIEV01000241.1    -         result               -          cm       15       36        1       22      +    5'    2 0.41   0.0   27.3   1.9e+02 ?   Escherichia coli strain 41.5r 7000000213728438, whole genome shotgun sequence
NZ_OBEK01000001.1    -         result               -          cm        1       36  1042378  1042337      -    no    1 0.31   0.0   27.2   1.9e+02 ?   Terribacillus aidingensis strain CGMCC 1.8913, whole genome shotgun sequence
NZ_FOYQ01000002.1    -         result               -          cm        1       36  1356229  1356197      -    no    1 0.42   0.0   27.2     2e+02 ?   Robiginitalea myxolifaciens strain DSM 21019, whole genome shotgun sequence
NZ_POFS01000009.1    -         result               -          cm        1       36    71298    71333      +    no    1 0.50   0.0   27.2     2e+02 ?   Pseudomonas sp. MPBC4-3 NODE_9_length_117112_cov_28.1197, whole genome shotgun sequence
NZ_POFZ01000027.1    -         result               -          cm        1       36    45815    45780      -    no    1 0.50   0.0   27.2     2e+02 ?   Pseudomonas sp. MPR-R5A NODE_27_length_65424_cov_14.6959, whole genome shotgun sequence
NZ_POGD01000006.1    -         result               -          cm        1       36    71298    71333      +    no    1 0.50   0.0   27.2     2e+02 ?   Pseudomonas sp. MPR-R5B NODE_6_length_117112_cov_30.993, whole genome shotgun sequence
NZ_AQYA01000021.1    -         result               -          cm        1       36     4969     4935      -    no    1 0.34   0.0   27.2   2.1e+02 ?   Streptococcus henryi DSM 19005 F601DRAFT_scaffold00017.17_C, whole genome shotgun sequence
NZ_KB933398.1        -         result               -          cm        1       36  2208353  2208388      +    no    1 0.39   0.0   27.2   2.1e+02 ?   Lysinibacillus sphaericus OT4b.31 Ls31_scaffold1, whole genome shotgun sequence
NZ_NQMS01000017.1    -         result               -          cm        1       36      327      296      -    no    1 0.50   0.0   27.1   2.1e+02 ?   Hafnia paralvei strain CITHA-6 NODE_17_length_40082_cov_30.4285_ID_2531, whole genome shotgun sequence
NZ_NQMS01000017.1    -         result               -          cm        1       36      364      333      -    no    1 0.50   0.0   27.1   2.1e+02 ?   Hafnia paralvei strain CITHA-6 NODE_17_length_40082_cov_30.4285_ID_2531, whole genome shotgun sequence
NZ_NQMS01000017.1    -         result               -          cm        1       36      401      370      -    no    1 0.50   0.0   27.1   2.1e+02 ?   Hafnia paralvei strain CITHA-6 NODE_17_length_40082_cov_30.4285_ID_2531, whole genome shotgun sequence
NZ_NQMS01000017.1    -         result               -          cm        1       36    39984    39953      -    no    1 0.50   0.0   27.1   2.1e+02 ?   Hafnia paralvei strain CITHA-6 NODE_17_length_40082_cov_30.4285_ID_2531, whole genome shotgun sequence
NZ_CP009126.1        -         result               -          cm        1       36    29906    29875      -    no    1 0.50   0.0   27.1   2.1e+02 ?   Pectobacterium atrosepticum strain 21A plasmid pPA21A, complete sequence
NZ_CP009126.1        -         result               -          cm        1       36    30159    30128      -    no    1 0.50   0.0   27.1   2.1e+02 ?   Pectobacterium atrosepticum strain 21A plasmid pPA21A, complete sequence
NZ_CP009126.1        -         result               -          cm        1       36    30196    30165      -    no    1 0.50   0.0   27.1   2.1e+02 ?   Pectobacterium atrosepticum strain 21A plasmid pPA21A, complete sequence
NZ_CP009126.1        -         result               -          cm        1       36    30233    30202      -    no    1 0.50   0.0   27.1   2.1e+02 ?   Pectobacterium atrosepticum strain 21A plasmid pPA21A, complete sequence
NZ_CP009126.1        -         result               -          cm        1       36    30270    30239      -    no    1 0.50   0.0   27.1   2.1e+02 ?   Pectobacterium atrosepticum strain 21A plasmid pPA21A, complete sequence
NZ_SMCQ01000014.1    -         result               -          cm        1       36    75303    75338      +    no    1 0.19   0.0   27.1   2.1e+02 ?   Longibaculum muris strain DSM 29487 Ga0244711_114, whole genome shotgun sequence
NZ_KB905141.1        -         result               -          cm        1       36   479702   479668      -    no    1 0.54   0.0   27.1   2.2e+02 ?   Methylophilus methylotrophus DSM 46235 = ATCC 53528 F463DRAFT_scaffold00001.1, whole genome shotgun sequence
NZ_GG705055.1        -         result               -          cm        1       36   248559   248614      +    no    1 0.36   0.0   27.0   2.3e+02 ?   Acinetobacter lwoffii SH145 supercont1.1, whole genome shotgun sequence
NZ_KB850160.1        -         result               -          cm        1       36    16382    16437      +    no    1 0.36   0.0   27.0   2.3e+02 ?   Acinetobacter sp. CIP 101966 acLst-supercont1.14, whole genome shotgun sequence
NZ_KB850163.1        -         result               -          cm        1       36    38136    38191      +    no    1 0.36   0.0   27.0   2.3e+02 ?   Acinetobacter sp. CIP 101966 acLst-supercont1.17, whole genome shotgun sequence
NZ_KB850163.1        -         result               -          cm        1       36    67535    67590      +    no    1 0.36   0.0   27.0   2.3e+02 ?   Acinetobacter sp. CIP 101966 acLst-supercont1.17, whole genome shotgun sequence
NZ_KB850142.1        -         result               -          cm        1       36   864271   864326      +    no    1 0.36   0.0   27.0   2.3e+02 ?   Acinetobacter sp. CIP 102136 acLZM-supercont1.16, whole genome shotgun sequence
NZ_KB850045.1        -         result               -          cm        1       36   634626   634571      -    no    1 0.36   0.0   27.0   2.3e+02 ?   Acinetobacter sp. CIP 53.82 acLZP-supercont1.7, whole genome shotgun sequence
NZ_KB849395.1        -         result               -          cm        1       36   101960   102015      +    no    1 0.36   0.0   27.0   2.3e+02 ?   Acinetobacter sp. NIPH 899 acLrX-supercont1.19, whole genome shotgun sequence
NZ_CP026616.1        -         result               -          cm        1       36   226958   226903      -    no    1 0.36   0.0   27.0   2.3e+02 ?   Acinetobacter sp. SWBY1 chromosome, complete genome
NZ_CP026616.1        -         result               -          cm        1       36   247577   247522      -    no    1 0.36   0.0   27.0   2.3e+02 ?   Acinetobacter sp. SWBY1 chromosome, complete genome
NZ_CP026616.1        -         result               -          cm        1       36  2472178  2472233      +    no    1 0.36   0.0   27.0   2.3e+02 ?   Acinetobacter sp. SWBY1 chromosome, complete genome
NZ_CP028561.1        -         result               -          cm        1       36  2749177  2749122      -    no    1 0.36   0.0   27.0   2.3e+02 ?   Acinetobacter sp. WCHA45 chromosome, complete genome
NZ_KB849689.1        -         result               -          cm        1       36   103125   103180      +    no    1 0.36   0.0   27.0   2.3e+02 ?   Acinetobacter towneri DSM 14962 = CIP 107472 acMad-supercont1.36, whole genome shotgun sequence
NZ_JHZH01000084.1    -         result               -          cm        1       36      109      164      +    no    1 0.36   0.0   27.0   2.3e+02 ?   Acinetobacter towneri DSM 14962 = CIP 107472 strain DSM 14962 Q339DRAFT_scaffold00084.84_C, whole genome shotgun sequence
NZ_BBNL01000067.1    -         result               -          cm        1       36     3078     3023      -    no    1 0.36   0.0   27.0   2.3e+02 ?   Acinetobacter towneri strain KCTC 12419, whole genome shotgun sequence
NZ_RHWY01000006.1    -         result               -          cm        1       36    33261    33206      -    no    1 0.36   0.0   27.0   2.3e+02 ?   Acinetobacter variabilis strain AV_175 NODE_6_length_76414_cov_79.9835, whole genome shotgun sequence
NZ_KB850117.1        -         result               -          cm        1       36    69158    69103      -    no    1 0.36   0.0   27.0   2.3e+02 ?   Acinetobacter variabilis strain NIPH 2171 acLsq-supercont1.7, whole genome shotgun sequence
NZ_CM001772.1        -         result               -          cm        1       36   208021   208076      +    no    1 0.36   0.0   27.0   2.3e+02 ?   Acinetobacter venetianus VE-C3 chromosome, whole genome shotgun sequence
NZ_CM001772.1        -         result               -          cm        1       36  1157103  1157048      -    no    1 0.34   0.0   27.0   2.3e+02 ?   Acinetobacter venetianus VE-C3 chromosome, whole genome shotgun sequence
NZ_CM001772.1        -         result               -          cm        1       36  1528739  1528684      -    no    1 0.34   0.0   27.0   2.3e+02 ?   Acinetobacter venetianus VE-C3 chromosome, whole genome shotgun sequence
NZ_NFCH01000209.1    -         result               -          cm        1       36     2357     2390      +    no    1 0.38   0.0   26.9   2.4e+02 ?   Bacillus thuringiensis serovar amagiensis strain BGSC 4AE1 4AE1_contig000209, whole genome shotgun sequence
NZ_NFDO01000199.1    -         result               -          cm        1       36     4488     4455      -    no    1 0.38   0.0   26.9   2.4e+02 ?   Bacillus thuringiensis serovar azorensis strain BGSC 4CB1 4CB1_contig000199, whole genome shotgun sequence
NZ_NFDR01000052.1    -         result               -          cm        1       36     2357     2390      +    no    1 0.38   0.0   26.9   2.4e+02 ?   Bacillus thuringiensis serovar galleriae strain BGSC 4G1 4G1_contig000052, whole genome shotgun sequence
NZ_PGDZ01000076.1    -         result               -          cm        1       36      245      278      +    no    1 0.38   0.0   26.9   2.4e+02 ?   Bacillus thuringiensis serovar galleriae strain BGSC 4G4 47263, whole genome shotgun sequence
NZ_NFCF01000058.1    -         result               -          cm        1       36     2601     2634      +    no    1 0.38   0.0   26.9   2.4e+02 ?   Bacillus thuringiensis serovar mexicanensis strain BGSC 4AC1 4AC1_contig000058, whole genome shotgun sequence
NZ_JTHH01000003.1    -         result               -          cm        1       36    10420    10387      -    no    1 0.38   0.0   26.9   2.4e+02 ?   Bacillus thuringiensis serovar morrisoni strain HD 600 BG10.Contig141, whole genome shotgun sequence
NZ_NFCT01000061.1    -         result               -          cm        1       36    12638    12605      -    no    1 0.38   0.0   26.9   2.4e+02 ?   Bacillus thuringiensis serovar novosibirsk strain BGSC 4AX1 4AX1_contig000061, whole genome shotgun sequence
NZ_NFEE01000197.1    -         result               -          cm        1       36     4498     4465      -    no    1 0.38   0.0   26.9   2.4e+02 ?   Bacillus thuringiensis serovar wuhanensis strain BGSC 4T1 4T1_contig000197, whole genome shotgun sequence
NZ_KK088298.1        -         result               -          cm        1       36      178      211      +    no    1 0.38   0.0   26.9   2.4e+02 ?   Bacillus thuringiensis strain NBIN-866 scaffold143, whole genome shotgun sequence
NZ_CM001772.1        -         result               -          cm        1       36  2141617  2141673      +    no    1 0.33   0.0   26.9   2.5e+02 ?   Acinetobacter venetianus VE-C3 chromosome, whole genome shotgun sequence
NZ_LLIF01000080.1    -         result               -          cm        1       36     5923     5891      -    no    1 0.27   0.0   26.9   2.5e+02 ?   Acinetobacter pittii strain ABBL135 contig-1000068, whole genome shotgun sequence
NZ_LBCP01000063.1    -         result               -          cm        1       36    11955    11923      -    no    1 0.27   0.0   26.9   2.5e+02 ?   Acinetobacter pittii strain FC8876 scaffold63.1, whole genome shotgun sequence
NZ_LWSY01000142.1    -         result               -          cm        1       36    24254    24288      +    no    1 0.37   0.0   26.8   2.6e+02 ?   Nostoc sp. ATCC 53789 scaffold28.1, whole genome shotgun sequence
NZ_LRZK01000016.1    -         result               -          cm        1       36    17920    17885      -    no    1 0.44   0.0   26.8   2.7e+02 ?   Pseudomonas aeruginosa strain AU10502 NODE_24_length_68052_cov_6.88693_ID_47, whole genome shotgun sequence
NZ_LRZL01000013.1    -         result               -          cm        1       36    17916    17881      -    no    1 0.44   0.0   26.8   2.7e+02 ?   Pseudomonas aeruginosa strain AU11990 NODE_21_length_68048_cov_8.8007_ID_41, whole genome shotgun sequence
NZ_LRZM01000016.1    -         result               -          cm        1       36    17917    17882      -    no    1 0.44   0.0   26.8   2.7e+02 ?   Pseudomonas aeruginosa strain AU11991 NODE_24_length_68049_cov_8.29741_ID_47, whole genome shotgun sequence
NZ_LRZN01000009.1    -         result               -          cm        1       36    30265    30230      -    no    1 0.44   0.0   26.8   2.7e+02 ?   Pseudomonas aeruginosa strain AU12424 NODE_18_length_80397_cov_11.0235_ID_35, whole genome shotgun sequence
NZ_LRZO01000026.1    -         result               -          cm        1       36    17937    17902      -    no    1 0.44   0.0   26.8   2.7e+02 ?   Pseudomonas aeruginosa strain AU18274 NODE_33_length_47366_cov_6.83567_ID_65, whole genome shotgun sequence
NZ_LRZP01000034.1    -         result               -          cm        1       36    12408    12373      -    no    1 0.44   0.0   26.8   2.7e+02 ?   Pseudomonas aeruginosa strain AU25116 NODE_40_length_41837_cov_8.63486_ID_79, whole genome shotgun sequence
NZ_LRZJ01000015.1    -         result               -          cm        1       36    17939    17904      -    no    1 0.44   0.0   26.8   2.7e+02 ?   Pseudomonas aeruginosa strain AU9017 NODE_23_length_68044_cov_7.44315_ID_45, whole genome shotgun sequence
NZ_NSYE01000013.1    -         result               -          cm        1       36    46098    46133      +    no    1 0.44   0.0   26.8   2.7e+02 ?   Pseudomonas aeruginosa strain AUS355 IPC312_13.1, whole genome shotgun sequence
